location,built_area_sqft,bhk,bathrooms,lift,air_conditioner,parking,gym,security,water_supply,rent
Bareilly,2634.3777273685027,1,1,0,0,0,1,0,0,49641.915037313156
Kakinada,1124.7235881607598,2,3,1,1,1,1,0,1,108274.2155589247
Simhachalam,1822.495875751547,2,3,0,1,0,1,1,1,117882.61655537556
Jorhat,542.0543184072376,1,3,1,1,0,0,0,0,34579.55637905862
Tinsukia,2111.965734952576,3,2,1,1,1,0,1,0,121202.27239703313
Pudukkottai,2354.8885022475874,4,2,1,1,0,0,0,0,175175.02478647523
Mumbai,1219.8990499715546,1,2,1,0,1,1,0,0,77550.1180422252
Wayanad,3870.5038497958494,4,3,0,0,1,0,1,1,182095.85750033203
Coimbatore,3674.036599374071,4,2,1,1,1,1,0,0,138331.9270048025
Gwalior,2999.715647641261,1,1,0,1,1,0,1,1,186652.16560214103
Thane,2320.191863555305,3,2,1,1,1,1,1,0,113117.94831932345
Bharatpur,3531.8889747316657,4,2,1,0,0,0,1,1,281504.1430804297
Bhimavaram,870.3484377644666,1,3,1,1,1,0,0,1,62147.26113504439
Coimbatore,3245.835259389586,2,2,1,0,0,1,0,1,93743.83139897384
Margao,849.3549302806539,2,1,0,0,1,0,1,0,48311.74638485638
Bangalore,3259.1583851778596,2,3,1,1,1,0,1,0,86286.3389531598
Aizawl,1392.7632457048849,1,1,0,0,1,1,0,1,101422.25707528015
Jalgaon,3557.52609166548,2,3,1,0,0,0,1,0,206666.55469669192
Sahibganj,3798.5515377714323,4,3,1,1,0,0,0,0,198344.43257025245
Sehore,935.6654898584163,2,2,1,0,0,1,0,1,78142.22706483427
Venkojipalem,2065.6321782354166,2,1,0,1,0,1,0,0,137567.07388421247
Kothuru,3931.5545613856666,4,3,1,0,1,1,1,1,152585.79312582625
Kasganj,2140.266769503328,2,2,1,1,1,1,1,0,111647.83486090829
Cuttack,3508.7710810523627,4,3,1,1,0,1,0,0,188809.73534913585
Patan,2519.4334796727517,2,3,1,0,0,0,1,1,140815.5266581239
Latur,1751.1876685105667,4,3,1,1,0,1,1,1,83979.61844046888
Gwalior,1428.8207998931327,2,3,0,0,1,1,0,1,92106.57611966254
Srikakulam,1131.6031279099143,4,3,0,0,0,0,0,1,46526.96768158955
Jhansi,3142.47348895971,1,3,1,1,0,0,1,0,172593.17778434706
HB Colony,1791.5458245629004,4,2,1,0,1,0,0,0,126485.5318481849
Nizamabad,2240.5916639227044,2,3,0,1,0,0,1,0,109645.19178973691
Vadodara,2172.3717280042547,2,1,1,0,1,0,0,1,102895.73932178837
Port Blair,2478.2045052392723,3,2,0,0,1,1,0,0,146384.1232428287
Guntur,3516.077724248388,4,1,1,1,1,0,1,0,265095.79194789124
Vapi,3930.661636900346,1,3,1,0,1,1,1,0,123282.9951740857
Chennai,1867.303150865741,4,1,0,0,1,0,1,1,152877.19988664507
Veraval,3379.068119582691,4,3,1,0,0,1,1,1,145042.59956759267
Guntur,3152.3000607569834,1,3,0,0,0,0,1,0,107089.65271222824
Raipur,2464.704225240064,4,2,0,0,1,1,0,0,68977.17442882112
Pune,3841.769717002959,1,2,0,0,1,1,0,1,110051.33860928906
Paschim Medinipur,1121.7082559022501,1,3,1,0,0,1,1,1,90126.75060427978
Hosur,793.3511571146371,4,2,0,0,0,1,0,1,71565.42659468605
Wardha,3474.26308103952,4,1,0,1,1,1,1,1,171851.513868501
Jalgaon,1980.9393398814939,2,2,1,0,0,1,0,0,90608.60964595403
Mahabubnagar,3449.087875145418,2,2,1,0,0,1,0,1,124878.1098185829
Jalgaon,3615.1247387034937,3,1,1,1,1,1,1,0,169249.90940322023
Jaipur,624.8473370286572,3,2,1,1,0,1,1,1,54187.28051927023
Jalgaon,3580.4731467498186,4,3,1,1,0,1,1,0,180708.63048585725
Jagadamba Junction,2013.94859932992,1,1,1,0,0,0,0,0,142708.96214477567
Raisen,2237.556960415236,3,3,0,1,0,1,1,1,86290.59391335635
Tirupati,2655.733039935557,4,1,1,1,1,1,1,0,193236.04158694504
Kanpur,3734.9773842283125,3,3,0,0,0,0,1,0,137129.4381640858
Bokaro,468.81793994715053,1,3,1,0,1,1,1,0,27223.663608835675
Aurangabad,2116.6364859441414,4,2,0,1,0,1,1,1,89505.99945149301
Jorhat,2875.7993527500184,1,3,0,1,1,0,1,1,113320.72816150267
Salur,3001.7450477136226,4,2,1,0,1,0,0,1,94900.72784126243
Karauli,2893.1167535335885,3,1,1,0,0,1,0,0,132563.03636247595
Morena,883.9664658692386,2,3,0,0,1,0,0,0,47112.86618091086
Ichchapuram,1477.8241181380524,3,3,1,0,1,1,0,0,65142.7833204631
Balasore,1691.3758915012484,3,1,1,0,1,1,1,0,94426.57702712787
Suryabagh,3295.9739476462178,2,1,0,1,1,1,1,1,226465.97344660552
Shivamogga,1403.535540692391,2,3,0,0,1,0,0,0,81190.16522264386
Ranchi,1158.5378699219314,4,1,0,0,0,1,0,0,49444.405489022916
Jalna,3846.812868537146,4,2,1,0,1,1,0,0,165643.14002632702
Amritsar,431.90782640848806,1,1,1,0,1,0,1,1,39468.29812881015
Aligarh,3992.1550804551216,1,1,1,0,0,1,1,0,198472.59337534846
Bhadrak,2836.5566758866244,3,3,1,1,0,1,1,1,147039.15302766213
Sirsa,3382.4894780168215,2,2,0,0,1,1,0,1,78347.42547522941
Bheemunipatnam,1460.6298268462954,1,1,1,1,0,1,0,0,69288.00135632654
Vellore (Rural),451.5349996014159,3,2,0,0,0,1,0,0,37573.93043625351
Imphal,3056.3302668215083,2,2,1,1,0,1,0,0,275356.90381826984
Jodhpur,3402.920549202433,4,2,1,1,0,0,0,0,201389.04227096034
Morena,3065.714075032669,3,3,0,0,0,1,1,1,91540.742782652
Jammu,914.261034283019,4,1,1,0,0,1,1,1,72206.07483124766
Hamirpur,3112.340520125089,1,3,1,0,1,0,1,1,100954.17283229463
Aurangabad,3168.1220155875076,1,1,0,0,1,1,1,1,134250.37637759713
Champawat,2770.7458564121976,2,1,1,0,0,1,1,1,196731.06502117158
Solapur,3158.0173580641103,3,3,0,1,0,0,0,1,153652.8302729677
Amritsar,3445.317182839836,4,2,0,0,1,0,1,1,155908.15702545265
Satara,2608.9748112548505,2,2,0,0,0,0,0,1,115094.59962749726
Korba,718.9769702908446,1,1,0,1,1,0,1,1,58110.29653904308
Yamunanagar,2155.460114801959,1,3,1,0,0,0,0,1,93235.15983501927
Nellore,679.5376048177782,3,2,1,1,1,0,0,0,45765.45398811568
Ramanathapuram,1867.154911716751,4,2,1,0,1,0,0,0,80133.33042223762
Sundargarh,1865.5833608522594,3,1,0,1,0,1,0,0,78681.06057065086
Gurgaon,637.6354389048697,4,1,1,0,0,1,0,1,87629.11494156963
Baramulla,1655.7539222901255,4,3,1,1,0,1,0,0,107914.45721241352
Sambalpur,799.5931556487334,3,1,1,1,0,0,1,1,57239.7116785667
Korba,3309.6467560332,2,2,1,0,1,1,0,1,174239.0736697808
Dondaparthy,3811.676893472095,3,2,0,0,0,0,0,0,241504.18300788107
Veraval,660.3393109285789,3,2,0,0,1,1,1,1,45998.14136496414
Jind,3838.414746250125,1,2,1,1,0,1,0,0,129904.12016289683
Faridabad,2281.2757576122826,1,3,0,1,1,1,1,1,86959.2279578014
Kakinada,1478.436440633946,3,3,1,1,0,1,1,1,122232.3701695297
Surendranagar,676.7034709941886,3,1,1,0,0,0,0,0,52778.01484269508
Kota,2202.247365053504,1,1,1,0,1,0,0,0,194131.60407946102
Agartala,3260.2559601666953,4,1,0,1,0,1,1,0,139278.9957915181
Visakhapatnam,2945.511318160113,3,3,1,0,0,0,0,0,110147.42191659045
Tumkur,580.8136412703055,2,2,0,1,0,0,1,0,59813.73356605834
Jamshedpur,662.4466073244527,2,1,0,0,0,1,0,0,54195.20840851538
Cheepurupalli,1850.3438174774935,2,2,1,0,0,0,1,1,89672.8531845184
Sultanpur,1463.0457785725957,3,1,0,1,1,0,0,1,99402.67508361679
Chintalagraharam,1236.5835630017723,4,1,0,0,0,0,0,1,63551.25282034986
Jagdalpur,1411.616196071369,4,1,1,0,1,0,1,1,68410.50185900879
Diu,3292.537875868785,1,1,0,0,0,1,1,0,202100.0137910241
Bhubaneswar,3745.220993074674,3,1,0,0,0,1,1,1,142092.8824695832
Marripalem,1858.3697002992392,4,2,1,0,1,0,1,1,110686.3528168051
Sonipat,3661.9996076769894,3,1,1,1,1,1,0,0,219500.75027577276
Anantnag,1557.384524492375,1,2,0,0,1,1,1,1,48565.57405459953
Chennai,2115.1731508376497,1,3,1,1,1,1,1,0,83434.38979701999
Proddatur,1213.704392137599,1,1,1,0,1,0,0,0,52014.89991860555
Rewa,2705.7137518330383,2,2,0,0,0,0,0,0,101821.35677831965
Udaipur,3924.332014629312,3,3,0,1,1,1,1,1,274460.07476624276
Bokaro,2572.5751457561632,1,3,1,1,1,1,0,0,125616.12086641623
HB Colony,1688.1307028087758,3,3,0,0,0,0,1,1,101050.36026194734
Waltair Uplands,2732.142805565902,2,2,1,0,0,1,0,1,155982.99525036692
Jamshedpur,842.5144424753953,2,1,1,1,1,0,1,1,57384.578798088034
Yamunanagar,3599.172688955435,1,1,0,1,1,1,0,0,195485.75879836935
Aligarh,2211.1022228074107,1,2,0,1,1,0,1,0,93984.35498792722
Rajkot,2017.6590713427115,4,1,1,1,0,0,1,0,92136.70359294022
Raisen,2509.1132384326693,3,2,1,0,1,0,0,1,123849.03477022842
Sirsa,2649.221906041849,1,1,1,0,0,0,0,1,124404.39851562797
Srinagar,658.3929024154469,4,3,1,0,0,1,1,0,88129.71804761054
Jalandhar,2857.4219964042486,3,1,0,0,0,0,1,1,84109.08965357054
Agartala,1270.9540491359066,1,2,1,0,0,1,0,0,64085.25914057264
Nanded,2970.229477023723,4,2,0,1,1,0,0,0,138575.19241256214
Beach Road,3361.125259783108,4,3,0,1,0,0,0,1,121930.78859668266
Morena,3294.250627189073,3,2,1,1,0,1,0,1,217161.10889050626
Kailasagiri,2389.003482668401,4,1,0,0,1,1,0,0,183657.5566376712
Rajam,2272.611612318704,3,1,0,1,0,1,0,1,112237.0693460383
Nellimarla,914.3534608218822,3,3,1,0,1,0,0,0,51417.19118104908
Vijayanagaram,3191.246141451288,3,2,0,0,0,0,0,0,236411.2094755594
Mandya,1377.0737696081717,2,3,0,0,1,1,0,1,94701.9046237145
Asansol,2188.1035221446073,4,1,1,1,0,0,1,0,217587.53848466973
Thane,1423.3867345390602,3,3,1,0,0,1,0,1,123995.41887957508
Nellore,881.7821067988953,1,2,1,0,1,0,0,0,57959.8668540983
Sagar,2666.4077088102517,2,3,1,1,0,0,1,1,239247.311487008
Vijayawada,595.5953253624538,2,2,1,0,0,0,1,1,34420.55635230204
Saharsa,3095.12284285432,4,2,1,1,1,1,1,0,193464.2224727358
Kanpur,1543.31246294002,3,1,1,0,0,0,1,1,99414.12299517638
Vijayawada,400.4848948161472,4,1,0,1,0,1,1,1,51869.39339656565
Dewas,2240.064901254027,2,1,0,0,1,1,1,0,127464.06442673167
Coimbatore,568.6668706993712,3,2,1,0,1,0,0,1,30860.631664299763
Tekkali,1394.210408155238,1,3,0,1,1,1,1,0,61334.431284413346
Gondia,2945.115354840578,3,2,0,0,1,1,1,1,170112.38442347222
Parbhani,625.6826378387171,2,1,1,1,1,0,1,0,36863.88557451764
Gorakhpur,3421.618572481608,1,1,0,0,0,1,0,0,158718.42427778163
Noida,413.7517215708992,3,3,1,1,1,1,1,0,72317.45296188425
Ulhasnagar,1288.565929126848,1,1,0,0,0,0,0,0,68086.95002004583
Bharuch,3067.2546021474573,1,1,1,0,1,0,1,1,113677.18315900817
Vapi,1538.5725390255045,2,1,0,0,0,0,1,0,67293.88442257233
Jind,766.8125970376486,1,3,0,1,0,1,0,1,49144.210784376555
Dewas,1696.8421076815403,4,2,0,1,1,1,0,0,114573.92884984484
Dewas,1373.415830984292,2,1,1,1,0,0,1,1,98842.84087786126
Jhansi,3433.7628477779976,4,3,0,1,0,1,0,0,159614.49198498344
Shivamogga,1528.0525033065153,1,1,0,1,1,0,0,1,121931.13107435027
Satara,3240.156898393626,4,3,1,0,1,0,1,1,220953.23458372735
Pune,3610.739721318645,3,1,1,0,1,0,1,0,166994.69584704476
Gondia,1961.7427104755063,1,3,0,0,1,1,1,0,93613.38770239872
Kanpur,3675.795317875811,3,1,0,0,0,1,0,0,228539.0632630446
Cuttack,1758.3449942674943,4,2,0,0,0,0,1,1,112552.50500509926
Jalgaon,3870.6822993643896,3,1,0,1,0,0,1,1,99673.86491607406
Dibrugarh,721.4422882920626,1,3,1,0,0,1,0,1,31320.76187381867
Ichchapuram,2873.269359411674,3,1,0,1,0,0,0,1,101579.38766018969
Nizamabad,2177.730545644943,4,2,0,0,0,1,1,0,124626.70480600819
Dibrugarh,1795.5356996403293,4,1,1,1,1,0,0,0,125309.65299090405
Jamshedpur,2677.762763494963,4,3,0,1,0,0,1,0,115533.4476256588
Avadi,2933.8855298835924,1,3,0,1,0,1,0,0,168046.20085549456
Ichchapuram,415.7077707411127,4,2,0,0,0,1,1,1,37303.717305997154
Duvvada,1001.0311194899153,1,3,1,0,1,1,0,1,41290.85471904375
Ranipet,2966.9657822835475,3,1,1,0,1,1,0,0,178707.47514840742
Vadodara,2798.9874888815434,4,1,0,0,1,1,0,1,125020.22083323503
Bhubaneswar,3877.771018463238,3,1,0,1,1,0,0,0,153535.10359787234
Asansol,3139.736044902819,2,3,1,1,0,0,1,1,126732.41996210869
Ongole,3822.781747832817,3,1,0,1,0,1,0,1,196305.03763548905
Korba,2929.145805525305,2,1,0,1,0,1,1,1,205426.99999518492
Kothuru,1472.9879511019953,3,1,1,0,1,0,0,1,73115.98757738264
Haldwani,779.3137201030834,1,2,1,1,0,0,0,1,44673.43141927308
Mahabubnagar,3214.565908041768,3,3,1,0,0,1,1,1,172065.77111203608
Bharatpur,2718.9371973132975,1,3,0,1,0,1,0,0,169110.9578710148
Kohima,573.4696446158664,1,3,0,1,1,0,0,1,57807.66285386334
Cuttack,1696.181677243522,4,2,0,1,1,1,1,0,139948.7775183573
Dibrugarh,3844.47933574343,1,3,0,0,1,0,0,0,152196.38298023725
Sikar,2201.444124556724,2,2,1,0,0,0,1,0,164445.86979912934
Marripalem,1957.8248896709367,4,2,0,1,0,1,0,0,69902.50641771284
Dibrugarh,2047.7185785734582,4,3,0,1,0,0,0,0,70384.41040026926
Kota,1151.9778064185894,3,1,1,1,0,0,0,0,117036.48046783912
Baramulla,1727.3458151132627,1,1,1,0,1,0,1,1,64567.690873877546
Rewa,1731.3277215538358,1,3,0,0,0,1,0,1,49611.13139335588
Aligarh,588.4780726749007,2,3,1,0,1,0,0,1,33139.34899358548
Katni,3163.243462664506,3,2,1,1,0,1,0,0,113625.07196936921
Vellore (Rural),1899.4159548539644,3,3,0,0,1,0,0,0,129167.54732876214
Gajapathinagaram,3359.847592539124,4,2,0,1,0,0,0,0,153508.2644110354
Salur,3461.2528040316233,4,3,0,0,0,0,0,1,109150.17925820366
Bobbili,1163.178596915169,4,1,0,1,1,0,0,1,69511.37763733127
Rajkot,2766.472535812463,2,1,1,1,1,0,0,1,235411.40218179958
Zirakpur,2100.2144949867343,2,3,1,0,0,1,0,0,186414.23925151362
Bilaspur,3568.564256517346,4,2,0,1,0,1,1,0,190053.546723603
Duvvada,1176.6664450352348,3,1,0,1,0,0,0,0,82588.71499243627
Jamshedpur,2840.127521116159,2,2,1,1,1,1,1,1,245273.72504041204
Satara,2587.9076401098014,3,3,0,0,0,1,1,0,98793.52249126456
Silchar,1463.085319258598,3,3,0,1,1,0,1,0,53892.78912643135
Gorakhpur,891.7632531442214,1,1,0,0,0,1,0,0,33434.1230171475
Buxar,2745.9031377181955,4,3,0,0,0,1,1,0,170170.13665149317
Tenali,3058.9508492763903,1,1,1,1,0,1,1,1,117942.38338239996
Dewas,1536.25843754806,4,2,0,0,0,1,1,1,94138.18613063333
Udupi,2721.3973744803297,4,1,1,1,1,0,0,0,96528.65534809502
Jalgaon,1822.4712674014118,3,1,0,0,1,1,1,0,120301.97694716605
Dewas,2967.5447798174237,4,2,0,1,0,0,0,1,134276.10323818144
Tezpur,1117.174989618591,3,1,1,0,0,0,1,1,107779.20788778855
Sambalpur,3604.774009490228,3,1,0,1,0,1,1,0,245657.48505133344
Cheepurupalli,1434.674547276087,4,3,1,1,1,0,0,1,55840.67596613568
Pudukkottai,1724.0295559221504,3,2,0,1,0,1,0,1,94226.48825962834
Firozabad,609.1310274892592,3,1,0,1,1,0,1,0,30563.47251543308
Vasai-Virar,801.443964356595,3,2,0,0,1,1,1,1,87292.19138870937
Palasa,2257.102849764381,2,2,0,0,1,1,1,1,103998.72171479439
Madurai,1363.3336362206974,3,1,0,1,1,0,0,1,48018.25841240017
Hubli,3407.7288126719,2,3,1,0,0,1,0,1,133736.37736667375
Wayanad,452.89619915783385,2,2,1,1,0,1,1,0,42437.48153061074
Beach Road,1764.7385752189703,3,1,0,1,1,1,1,1,159305.11555063163
Kurmannapalem,1614.4439683687335,3,2,0,0,0,1,0,1,93902.29241369273
Bokaro,469.57947130336373,2,3,1,0,0,0,0,0,35943.252366277535
Itanagar,847.7262364018368,2,3,1,1,0,0,1,1,55128.617103607976
Karaikudi,1889.113629707087,3,3,0,0,1,0,0,0,62570.687623450154
Agartala,2174.312504010808,3,1,0,1,0,1,1,0,119500.44497297282
Moradabad,1855.4430901175288,4,1,1,0,0,0,0,1,82209.84391529877
Alappuzha,2311.3756422835377,2,3,0,0,0,1,1,1,180365.5871875893
Sirsa,2542.4740296604537,2,1,1,0,0,1,1,1,84304.50952663584
Srikakulam,435.72575606020825,4,3,0,0,0,1,1,1,34530.86204071426
Khandwa,2070.742574032614,2,1,1,0,0,0,0,1,133138.83206530625
Bhimavaram,3868.5972671953177,1,3,1,1,0,0,1,0,335411.1120256557
Nellimarla,2268.5162084663752,2,2,0,0,0,0,1,1,118813.46264967443
Noida,2839.1521628522314,4,3,1,0,0,0,0,0,141367.1376736682
Yadgir,1522.7098885007795,1,3,0,1,0,1,1,1,69140.04115334782
Guntur,3186.368961349945,3,1,0,1,1,0,1,0,228208.300844535
Visakhapatnam,3182.5173347540144,4,1,0,1,0,0,1,1,251118.53841060365
Solapur,2276.6657715549,4,1,0,0,1,0,0,1,141229.98513083567
Kothuru,3913.6497638051687,3,1,1,0,0,0,0,1,104192.56263683984
Udupi,851.9807731455521,4,1,0,1,1,1,0,1,86428.08105604505
Delhi,461.0115936024916,2,1,0,1,1,0,0,1,53110.25502294018
Raichur,3172.5695623255456,3,2,0,1,0,0,1,0,217739.83960735844
Gopalapatnam,3305.7599345135773,4,3,0,1,1,0,0,1,169348.95804108647
Gondia,832.7460248340744,3,3,1,0,1,1,0,1,51063.9621734302
Karaikudi,1356.0981986509819,3,3,0,0,1,0,0,1,115954.91892170589
Bhadrak,463.1885081198641,3,2,1,0,0,0,1,0,42663.58399689986
Guntur,1455.9109988100329,1,3,1,0,1,0,1,1,132315.13656074234
Jorhat,3183.3107461072173,4,2,1,0,1,1,1,0,227926.44507558204
Shivamogga,2264.657899765284,1,2,0,1,0,1,0,1,157609.59529219463
Jagdalpur,1653.144135405837,4,2,0,0,1,0,1,0,94708.72885633401
Daman,1738.261461662789,2,3,0,1,1,0,1,1,62853.92780586646
Amudalavalasa,404.87305257568534,2,2,0,1,1,1,0,1,25963.739613492093
Noida,1479.2818992348493,2,3,1,1,0,1,1,0,86823.75182594905
Balasore,2727.2514698965497,4,3,1,0,1,1,0,1,93187.65398674553
Bhimavaram,3907.0999977388856,3,1,0,1,0,1,0,0,189027.68096345867
Chikmagalur,3449.4189771420383,3,1,0,0,1,1,1,1,115701.66539432663
Lucknow,484.94187272390485,1,2,0,1,1,0,0,1,29446.87083944085
Udaipur,3634.8181768294216,1,2,0,0,1,0,0,0,141052.41478457706
Daman,3219.5142878750535,2,3,0,1,1,0,0,1,114274.93031769794
Zirakpur,3209.3540448555295,1,2,0,0,0,0,0,0,105012.99726623039
Korba,2048.784732412857,4,2,0,1,1,1,0,0,146054.04953601738
Noida,1832.8190546362102,4,3,1,1,0,1,0,1,156787.8839168701
Namakkal,1490.4966237994934,1,2,1,1,1,1,1,1,82833.69503822867
Lucknow,636.5014922357168,1,2,1,1,0,1,0,1,45515.380493023855
Kurmannapalem,1221.6473085773168,1,3,1,0,1,1,0,0,74405.45934979692
Jhalawar,1287.7730859208887,1,3,0,0,1,0,0,0,54047.31507733638
Tenali,2142.677450956726,2,1,0,0,0,0,0,1,134994.61687109308
Baddi,3090.7998637480982,2,3,0,1,0,0,1,0,282276.95119092305
Vadakara,2105.7153822326077,1,1,0,1,0,0,1,0,153363.70041780188
Indore,608.2400180097782,4,2,0,1,0,0,0,0,60965.84164529277
Dindigul,3848.043283557534,2,3,1,1,1,1,1,0,211167.18735842645
Amudalavalasa,3793.807548738804,4,3,0,1,0,1,0,1,115130.01033627194
Rajam,3226.68235533427,3,3,1,1,0,1,0,1,147940.85597189527
Unnao,3968.780445631194,4,2,0,0,0,1,0,1,271455.6076303858
Durgapur,2360.1363980809465,1,1,1,0,1,1,0,0,120399.37535442719
Dhanbad,3865.9660609115417,3,2,0,0,1,0,1,0,324093.33574606583
Kurmannapalem,672.1781462203028,2,2,1,0,1,0,1,0,39689.648416618125
Thane,1716.4506937409367,2,3,0,0,1,0,0,0,183721.30337270998
Bijnor,1211.3725648243571,3,1,0,0,0,1,0,1,73707.91898206773
Ramanathapuram,1104.999102883372,4,2,0,0,1,1,1,0,50980.09978604563
Kakinada,906.8906160136339,2,3,0,0,0,1,1,0,69639.58155835453
Karimnagar,2640.689109637588,1,2,1,1,1,1,0,1,103663.11123120754
Dantewada,3212.758680690298,3,2,0,1,0,0,1,1,109005.24597712452
Narasaraopet,2481.874237913298,1,3,1,1,0,1,0,1,132306.045699779
Sagar,929.0657545175549,3,3,0,1,0,0,1,0,62729.033686418654
Jagadamba Junction,3320.0455717604955,2,1,1,1,0,1,1,0,221356.19062954365
Moradabad,2689.4369457894227,4,2,0,1,0,0,1,0,140899.96413310926
Rohtak,1797.396542057184,3,3,0,1,1,1,1,0,69682.47926631384
Tekkali,2826.8690639298266,3,3,1,0,0,1,0,0,162375.17780648946
Lawsons Bay Colony,1335.657925274198,1,1,0,0,0,0,0,0,61041.443717990835
Jhunjhunu,1642.6919505791577,2,1,0,1,0,0,1,1,108778.78380543157
Varanasi,3702.949035275165,1,3,1,0,0,1,0,0,214420.8310405494
Moradabad,1445.8162204171133,2,1,0,0,1,0,1,1,93183.70306426115
Tekkali,2091.957765368572,1,3,1,0,1,1,1,1,113702.4473739644
Diu,3604.5080946256526,3,2,0,0,0,1,0,1,218563.53653407833
Bareilly,2947.796860963099,1,1,1,0,0,0,0,0,63803.0795428683
Bheemunipatnam,623.9316141929299,4,2,1,1,0,1,0,0,65051.287698440596
Gajuwaka,930.2909594042932,2,2,1,0,0,1,1,1,47138.42743846106
Meerut,428.22972677890056,2,2,1,1,1,0,0,0,27437.620472532933
Tuni,2671.318444824988,3,3,0,1,1,1,0,0,147431.22283907532
Sehore,2011.624331477506,2,2,0,1,0,1,0,1,118116.54581799281
Morena,883.389463248192,4,2,1,0,0,1,0,0,77822.66056567822
Pune,3848.5628358043737,1,2,0,1,0,1,1,0,239987.42787256176
Madurai,2306.7750062042314,3,3,0,1,0,0,1,0,130036.58035370581
Avadi,1270.8158588064011,4,2,0,1,0,0,1,0,104938.75060971854
Vasai-Virar,2202.172856156947,2,2,1,1,1,0,1,1,114072.63937262366
Jagadamba Junction,2846.633197846388,2,1,0,0,1,1,1,1,105421.81826599773
Nellimarla,674.4611847048321,4,3,0,1,0,0,1,0,47157.234150652206
Ambattur,1388.9337341724113,1,2,1,1,1,0,1,0,79480.48953550175
Vasai,3305.075767182377,1,1,0,1,1,0,0,0,152232.60265656424
Thane,2054.7935334495805,3,3,1,1,1,1,1,1,100309.61690261688
Tekkali,2367.6777113162616,2,3,1,0,0,0,1,0,82027.15531898019
Mathura,1958.1376079540894,4,3,1,1,1,0,1,0,143269.4378895439
Mandya,558.0397935148185,1,3,0,1,1,1,1,1,44288.75287704621
Karaikudi,996.6992073525613,3,3,0,1,0,1,0,0,65334.02249224949
Hamirpur,2003.9498994708072,2,3,1,1,1,1,1,1,78069.30067944861
Bangalore,1153.06767546854,2,2,1,1,0,1,1,0,44706.027234773836
Dabagardens,579.9245031748435,3,2,1,1,1,1,0,1,46485.90242707896
Jagdalpur,3437.1387905865654,3,2,1,0,0,1,1,0,103921.15150514111
Baripada,3932.293104990817,1,2,1,1,0,0,1,0,199665.1606429847
Ujjain,3255.314346388262,4,1,1,0,1,0,1,1,306033.3651880582
Yavatmal,3473.6257181368014,2,2,0,0,1,1,1,1,152759.54624991753
Jalna,1271.1176691413634,4,3,1,1,0,1,1,1,66477.61675358596
Jammu,3858.257111847519,2,2,1,0,0,0,1,1,175326.37453137335
Amudalavalasa,1108.9325360323423,2,2,1,1,1,1,1,1,58058.11524009839
Mysuru,3825.147317302596,4,3,0,0,1,1,0,0,183330.46862364176
Tirunelveli,3981.3494582774238,3,2,0,1,1,0,0,1,152486.91416504228
Ahmedabad,2962.2021006857753,1,2,0,0,1,1,1,1,123673.87629345493
Sangareddy,3932.117434450559,2,2,0,0,0,1,0,1,244084.67316062213
Bilaspur,2450.3432064415733,3,1,1,1,0,0,1,1,189809.02993191328
Pilibhit,1334.3504194339253,2,2,0,0,0,0,0,0,71349.96386897317
Rampur,1973.1851883962352,1,3,1,0,1,0,1,0,85915.1206204007
Latur,2536.819367363629,2,3,1,0,1,0,0,0,191999.53820448162
Faridabad,663.093623297254,1,2,1,0,0,0,1,0,36847.550811274465
Marripalem,2640.435752622086,1,2,1,0,0,1,0,0,84965.45566797198
Cheepurupalli,3932.2402123442603,2,2,1,1,0,1,0,1,121600.13777334901
NAD Junction,1084.3875392214195,2,3,1,0,0,1,1,0,61437.26026409822
Dantewada,3253.34241863818,1,3,0,0,0,1,1,0,108345.72133220315
Karauli,3668.43565760663,3,1,0,1,0,1,0,1,174449.60799268985
Mangalore,3797.325734152795,4,1,0,1,1,0,0,1,167574.41802824577
Kothavalasa,3856.48817585961,1,1,0,1,0,1,1,0,153998.1271101903
Tiruchirappalli,2277.254699397299,2,3,0,0,0,1,0,0,114624.7225556499
Srikakulam,3918.308468769413,2,1,1,0,0,1,1,1,172420.72074704812
Dindigul,3126.31674568398,3,2,0,0,0,1,0,0,217922.04695123155
Mathura,982.0171704530628,4,2,0,0,0,1,0,1,54652.46723587477
Nagpur,2116.840383284692,1,3,0,1,0,0,1,1,85115.31696283813
Baddi,2985.9922313392144,1,1,1,1,0,1,1,0,106206.30393472106
Raichur,1290.4251369487001,4,2,1,0,1,1,1,0,61543.06723355521
Jhalawar,2706.2146607759946,1,3,1,0,0,1,0,0,122143.22038016954
Udhagamandalam,2799.7617245678293,4,1,0,0,1,1,0,1,130316.82911924094
Katni,985.7190777108372,2,2,0,0,1,1,0,1,28867.343614646037
Udhagamandalam,2434.307124829923,4,1,0,1,1,1,1,0,132831.57947447101
Coimbatore,3177.8568795229876,1,3,0,1,0,0,0,0,102235.26156007589
Bhopal,2196.024392329391,4,1,0,0,0,1,0,0,118819.5892912551
Jodhpur,443.5712203939867,3,3,1,1,0,0,1,1,33555.92852170218
Saharsa,432.53848868545185,2,1,0,0,0,0,0,1,30964.119315465075
Vizianagaram,1685.3056382920438,2,2,1,0,0,1,0,1,62247.24835209596
Solan,3734.2986463544153,4,3,0,1,0,1,1,0,224614.56563732514
Anakapalle,1223.2364065729917,1,3,1,0,0,1,1,1,52423.446222395636
Maharanipeta,2683.709279938074,3,3,1,1,0,0,1,1,167162.27271778468
Rajgarh,1199.4731344959541,2,1,1,0,0,1,1,0,118718.02700518604
